,index,Gender,EthnicGroup,ParentEducation,LunchType,No: of Siblings,TransportMeans,WeeklyStudyHours,MathScore,ReadingScore,WritingScore
1943,2687,0,group C,high school,standard,3,school_bus,5 - 10,48,56,46
1944,2688,0,group A,bachelor's degree,standard,3,private,5 - 10,83,98,97
1945,2689,0,group D,bachelor's degree,standard,1,private,< 5,69,72,77
1946,2690,0,group D,associate's degree,standard,0,school_bus,5 - 10,72,81,85
1947,2691,0,group C,high school,standard,3,private,< 5,67,54,55
1948,2692,0,group D,high school,standard,3,school_bus,> 10,80,74,78
1949,2693,0,group D,some high school,free/reduced,2,school_bus,< 5,60,71,61
1950,2694,0,group C,some college,free/reduced,2,school_bus,5 - 10,53,74,73
1951,2695,0,group B,some college,free/reduced,1,school_bus,< 5,71,80,73
1952,2696,0,group E,associate's degree,free/reduced,1,school_bus,< 5,71,69,73
1953,2697,0,group B,some high school,standard,3,school_bus,< 5,53,60,63
1954,2699,0,group A,associate's degree,standard,4,school_bus,< 5,63,68,71
1955,2700,0,group D,master's degree,standard,1,private,5 - 10,96,95,99
1956,2701,0,group B,some high school,standard,4,school_bus,> 10,67,77,77
1957,2702,0,group C,some college,standard,3,private,5 - 10,61,79,79
1958,2703,0,group C,associate's degree,free/reduced,0,private,5 - 10,59,74,70
1959,2704,0,group C,some college,standard,2,private,5 - 10,62,73,68
1960,2705,0,group C,some high school,standard,1,school_bus,< 5,65,75,71
1961,2709,0,group D,associate's degree,free/reduced,1,private,> 10,61,46,55
1962,2711,0,group C,some high school,free/reduced,0,school_bus,< 5,64,67,60
1963,2714,0,group C,high school,standard,2,school_bus,< 5,50,68,61
1964,2715,0,group E,some college,standard,3,school_bus,5 - 10,83,98,92
1965,2718,0,group D,high school,standard,2,private,< 5,70,94,90
1966,2719,0,group C,some college,free/reduced,0,school_bus,> 10,64,73,73
1967,2720,0,group C,some college,standard,4,school_bus,> 10,57,54,54
1968,2721,0,group A,bachelor's degree,free/reduced,2,private,> 10,75,91,99
1969,2723,0,group B,master's degree,free/reduced,2,school_bus,> 10,81,57,68
1970,2724,0,group D,high school,free/reduced,1,school_bus,5 - 10,63,65,57
1971,2725,0,group C,some college,standard,3,school_bus,> 10,70,60,53
1972,2727,0,group B,high school,free/reduced,0,private,5 - 10,30,43,32
1973,2729,0,group D,some high school,free/reduced,3,private,5 - 10,79,73,70
1974,2730,0,group E,high school,standard,3,school_bus,> 10,84,91,81
1975,2731,0,group E,some college,standard,4,school_bus,< 5,66,85,78
1976,2732,0,group D,associate's degree,free/reduced,3,school_bus,5 - 10,78,64,68
1977,2733,0,group D,some college,standard,4,private,< 5,77,73,78
1978,2734,0,group D,high school,standard,5,school_bus,< 5,62,56,64
1979,2735,0,group C,associate's degree,standard,1,private,5 - 10,81,77,87
1980,2737,0,group C,associate's degree,free/reduced,3,school_bus,< 5,55,67,58
1981,2739,0,group E,associate's degree,standard,2,school_bus,< 5,60,49,47
1982,2740,0,group B,high school,free/reduced,0,school_bus,5 - 10,53,71,74
1983,2741,0,group B,high school,standard,3,school_bus,5 - 10,64,84,80
1984,2742,0,group C,bachelor's degree,free/reduced,4,private,5 - 10,64,59,58
1985,2743,0,group B,some high school,standard,0,school_bus,5 - 10,79,69,66
1986,2744,0,group A,some college,free/reduced,1,school_bus,5 - 10,56,64,67
1987,2747,0,group B,associate's degree,free/reduced,4,school_bus,5 - 10,67,73,71
1988,2749,0,group A,associate's degree,standard,4,school_bus,< 5,76,78,74
1989,2750,0,group C,high school,standard,2,school_bus,5 - 10,56,59,61
1990,2752,0,group D,some high school,free/reduced,2,school_bus,5 - 10,67,81,75
1991,2753,0,group E,associate's degree,free/reduced,0,school_bus,5 - 10,87,96,92
1992,2755,0,group E,bachelor's degree,standard,2,school_bus,> 10,56,68,62
1993,2756,0,group C,some college,standard,4,private,> 10,82,71,67
1994,2757,0,group A,some college,standard,0,school_bus,5 - 10,64,67,66
1995,2758,0,group C,associate's degree,standard,1,private,5 - 10,66,63,59
1996,2760,0,group D,some college,standard,1,school_bus,5 - 10,86,98,100
1997,2761,0,group C,associate's degree,free/reduced,1,school_bus,5 - 10,62,58,57
1998,2763,0,group D,some college,free/reduced,4,school_bus,5 - 10,56,76,74
1999,2764,0,group D,associate's degree,standard,3,school_bus,< 5,86,88,92
2000,2766,0,group D,some college,standard,4,school_bus,> 10,76,76,81
2001,2767,0,group D,associate's degree,standard,1,private,< 5,54,68,65
2002,2769,0,group B,associate's degree,standard,1,school_bus,> 10,71,64,56
2003,2770,0,group D,some high school,standard,3,school_bus,> 10,55,60,58
2004,2772,0,group B,associate's degree,standard,3,school_bus,5 - 10,84,78,78
2005,2773,0,group B,high school,standard,5,private,< 5,70,84,73
2006,2774,0,group C,master's degree,free/reduced,1,school_bus,5 - 10,25,44,51
2007,2775,0,group C,some high school,standard,1,school_bus,< 5,67,76,75
2008,2776,0,group D,associate's degree,standard,2,school_bus,> 10,83,77,77
2009,2777,0,group C,some college,free/reduced,3,private,< 5,43,56,55
2010,2778,0,group B,high school,standard,4,school_bus,5 - 10,77,83,85
2011,2780,0,group B,bachelor's degree,free/reduced,3,private,5 - 10,78,95,96
2012,2781,0,group C,some college,standard,1,school_bus,5 - 10,70,62,57
2013,2782,0,group C,some high school,standard,1,school_bus,5 - 10,47,59,61
2014,2783,0,group D,some high school,free/reduced,2,private,> 10,66,72,64
2015,2786,0,group C,some high school,standard,0,school_bus,> 10,74,65,57
2016,2787,0,group D,some high school,standard,2,private,< 5,63,74,73
2017,2788,0,group E,master's degree,free/reduced,3,private,< 5,86,96,95
2018,2790,0,group C,associate's degree,free/reduced,3,private,< 5,56,51,49
2019,2791,0,group C,some college,standard,4,school_bus,5 - 10,42,38,33
2020,2792,0,group C,some college,free/reduced,1,school_bus,> 10,48,51,56
2021,2793,0,group B,some college,standard,3,school_bus,5 - 10,60,61,64
2022,2795,0,group C,bachelor's degree,standard,2,school_bus,5 - 10,57,56,54
2023,2796,0,group E,associate's degree,standard,1,school_bus,5 - 10,88,86,88
2024,2797,0,group D,associate's degree,standard,1,school_bus,< 5,61,65,56
2025,2798,0,group C,some college,standard,3,private,5 - 10,89,84,86
2026,2799,0,group D,some high school,standard,1,private,5 - 10,55,45,46
2027,2800,0,group C,master's degree,standard,3,private,> 10,90,69,73
2028,2801,0,group C,some college,free/reduced,1,private,< 5,60,77,76
2029,2802,0,group B,some high school,standard,3,school_bus,5 - 10,72,83,80
2030,2803,0,group C,some college,standard,0,school_bus,5 - 10,62,73,73
2031,2804,0,group D,some college,standard,2,school_bus,5 - 10,68,74,81
2032,2805,0,group E,high school,standard,2,school_bus,5 - 10,49,46,44
2033,2807,0,group C,high school,free/reduced,1,private,< 5,49,50,46
2034,2808,0,group C,bachelor's degree,standard,2,school_bus,5 - 10,67,56,58
2035,2809,0,group C,master's degree,standard,3,school_bus,< 5,67,89,86
2036,2810,0,group C,some college,free/reduced,1,private,5 - 10,68,85,79
2037,2811,0,group C,some high school,standard,3,private,5 - 10,69,83,86
2038,2813,0,group D,associate's degree,free/reduced,1,private,5 - 10,80,78,68
2039,2814,0,group B,high school,free/reduced,1,school_bus,5 - 10,28,38,32
2040,2815,0,group D,high school,free/reduced,4,school_bus,< 5,52,75,69
2041,2816,0,group E,some high school,standard,1,school_bus,> 10,88,89,88
2042,2817,0,group B,master's degree,standard,0,school_bus,< 5,58,71,69
2043,2823,0,group C,associate's degree,standard,1,school_bus,5 - 10,75,68,62
2044,2824,0,group B,some high school,standard,4,private,5 - 10,74,87,75
2045,2825,0,group D,bachelor's degree,standard,2,school_bus,5 - 10,69,77,74
2046,2826,0,group E,high school,free/reduced,2,private,5 - 10,72,95,94
2047,2827,0,group C,some college,free/reduced,4,school_bus,< 5,84,85,82
2048,2828,0,group C,some college,free/reduced,3,school_bus,5 - 10,43,35,37
2049,2830,0,group C,high school,free/reduced,5,school_bus,< 5,48,50,48
2050,2831,0,group A,bachelor's degree,standard,4,school_bus,5 - 10,79,99,100
2051,2833,0,group C,high school,standard,0,private,< 5,65,69,67
2052,2834,0,group D,some college,free/reduced,1,private,< 5,65,70,72
2053,2835,0,group D,associate's degree,standard,2,school_bus,5 - 10,60,66,72
2054,2836,0,group E,associate's degree,standard,1,private,5 - 10,84,96,90
2055,2837,0,group C,some college,standard,0,school_bus,< 5,54,55,61
2056,2838,0,group D,some high school,free/reduced,4,school_bus,5 - 10,71,84,87
2057,2839,0,group C,master's degree,standard,1,private,> 10,73,84,86
2058,2840,0,group E,associate's degree,standard,3,school_bus,< 5,79,81,83
2059,2841,0,group B,some high school,standard,2,private,5 - 10,71,86,76
2060,2842,0,group E,high school,standard,2,private,5 - 10,92,100,93
2061,2844,0,group E,some high school,free/reduced,3,school_bus,< 5,64,69,68
2062,2845,0,group B,high school,standard,0,school_bus,> 10,57,68,71
2063,2847,0,group B,bachelor's degree,free/reduced,4,private,> 10,62,52,53
2064,2849,0,group C,high school,standard,2,school_bus,5 - 10,82,78,67
2065,2850,0,group E,some college,standard,0,private,< 5,77,77,81
2066,2854,0,group D,some college,standard,1,private,> 10,92,97,94
2067,2855,0,group C,high school,free/reduced,1,school_bus,> 10,41,50,56
2068,2856,0,group D,some college,standard,3,school_bus,> 10,65,51,51
2069,2857,0,group D,some high school,free/reduced,2,school_bus,> 10,45,42,46
2070,2858,0,group A,high school,standard,2,private,5 - 10,66,78,79
2071,2859,0,group E,associate's degree,standard,2,private,5 - 10,79,82,85
2072,2860,0,group A,some high school,free/reduced,1,private,> 10,31,49,44
2073,2861,0,group E,high school,standard,4,private,5 - 10,92,95,96
2074,2862,0,group D,high school,standard,1,school_bus,< 5,45,51,58
2075,2866,0,group E,associate's degree,standard,3,private,5 - 10,81,84,87
2076,2867,0,group B,high school,standard,3,private,5 - 10,83,93,94
2077,2869,0,group B,associate's degree,free/reduced,3,school_bus,5 - 10,69,64,60
2078,2870,0,group C,some college,free/reduced,0,school_bus,< 5,43,50,58
2079,2871,0,group D,some college,standard,3,school_bus,5 - 10,71,66,72
2080,2872,0,group D,high school,standard,2,school_bus,5 - 10,73,78,79
2081,2875,0,group C,master's degree,standard,1,private,5 - 10,54,61,57
2082,2877,0,group E,some college,standard,2,private,< 5,97,93,85
2083,2878,0,group D,high school,standard,2,school_bus,< 5,85,91,88
2084,2879,0,group C,some college,free/reduced,1,school_bus,< 5,81,85,84
2085,2882,0,group C,some college,standard,0,school_bus,< 5,54,69,61
2086,2884,0,group E,high school,free/reduced,0,private,5 - 10,74,67,73
2087,2885,0,group E,bachelor's degree,free/reduced,3,private,5 - 10,74,70,69
2088,2886,0,group D,high school,free/reduced,0,private,5 - 10,41,49,59
2089,2888,0,group C,bachelor's degree,standard,3,private,5 - 10,61,71,65
2090,2889,0,group B,some college,standard,1,private,< 5,44,63,54
2091,2890,0,group C,some college,free/reduced,0,school_bus,5 - 10,60,54,56
2092,2893,0,group E,associate's degree,free/reduced,3,school_bus,5 - 10,67,69,61
2093,2894,0,group C,some high school,standard,1,school_bus,< 5,72,68,64
2094,2899,0,group C,master's degree,standard,2,private,< 5,66,63,54
2095,2901,0,group E,some college,standard,5,private,< 5,79,69,66
2096,2902,0,group B,some college,standard,4,private,5 - 10,75,71,64
2097,2903,0,group D,master's degree,standard,2,private,5 - 10,81,96,100
2098,2906,0,group C,some college,standard,4,school_bus,> 10,72,69,74
2099,2908,0,group D,some college,standard,4,school_bus,5 - 10,74,72,76
2100,2909,0,group C,associate's degree,free/reduced,4,private,5 - 10,70,61,63
2101,2910,0,group C,associate's degree,standard,2,private,> 10,79,69,74
2102,2911,0,group B,some high school,standard,2,school_bus,5 - 10,54,59,62
2103,2912,0,group D,some high school,standard,1,private,< 5,64,71,68
2104,2913,0,group C,some high school,free/reduced,2,school_bus,< 5,25,43,44
2105,2914,0,group B,master's degree,free/reduced,4,private,> 10,56,46,47
2106,2915,0,group A,some college,free/reduced,1,school_bus,5 - 10,70,84,78
2107,2916,0,group C,some high school,free/reduced,2,school_bus,5 - 10,29,34,26
2108,2917,0,group B,high school,free/reduced,1,school_bus,5 - 10,40,44,45
2109,2919,0,group C,some college,standard,4,school_bus,5 - 10,68,64,63
2110,2922,0,group D,associate's degree,free/reduced,3,school_bus,> 10,78,84,85
2111,2923,0,group C,high school,standard,0,private,< 5,53,67,65
2112,2924,0,group D,bachelor's degree,standard,2,private,< 5,79,76,70
2113,2928,0,group C,bachelor's degree,free/reduced,0,private,< 5,33,48,41
2114,2930,0,group D,some high school,free/reduced,2,school_bus,5 - 10,51,56,53
2115,2931,0,group E,some college,standard,2,school_bus,< 5,76,64,59
2116,2932,0,group D,some high school,standard,4,school_bus,5 - 10,86,79,74
2117,2935,0,group D,some college,standard,1,school_bus,5 - 10,62,56,57
2118,2936,0,group E,master's degree,standard,3,school_bus,< 5,86,97,95
2119,2937,0,group B,some college,standard,2,private,5 - 10,75,72,81
2120,2939,0,group C,some college,standard,1,private,< 5,78,80,78
2121,2940,0,group D,high school,standard,1,school_bus,5 - 10,65,71,75
2122,2941,0,group E,some high school,standard,4,private,> 10,62,75,64
2123,2942,0,group A,some college,standard,2,school_bus,5 - 10,58,71,64
2124,2943,0,group C,associate's degree,free/reduced,5,school_bus,> 10,65,79,76
2125,2944,0,group A,some college,free/reduced,1,private,5 - 10,63,65,63
2126,2945,0,group E,some high school,standard,3,private,< 5,81,78,76
2127,2946,0,group D,high school,standard,1,school_bus,5 - 10,50,59,66
2128,2947,0,group D,high school,free/reduced,4,school_bus,5 - 10,51,57,65
2129,2949,0,group B,high school,free/reduced,4,private,< 5,46,36,37
2130,2951,0,group E,high school,standard,2,private,5 - 10,84,89,87
2131,2953,0,group B,some college,free/reduced,3,school_bus,> 10,68,78,66
2132,2954,0,group D,bachelor's degree,free/reduced,1,school_bus,< 5,89,98,98
2133,2956,0,group D,bachelor's degree,standard,2,private,5 - 10,86,78,73
2134,2957,0,group C,some high school,standard,1,school_bus,< 5,59,48,49
2135,2959,0,group C,some college,standard,3,private,5 - 10,41,49,42
2136,2960,0,group B,high school,standard,1,private,< 5,65,69,69
2137,2961,0,group C,some high school,standard,3,school_bus,> 10,64,75,71
2138,2962,0,group C,some high school,standard,3,school_bus,> 10,74,69,66
2139,2963,0,group D,some college,free/reduced,2,school_bus,< 5,44,45,47
2140,2964,0,group B,some high school,standard,0,school_bus,> 10,75,68,74
2141,2965,0,group C,bachelor's degree,standard,3,school_bus,< 5,61,62,57
2142,2966,0,group C,some college,standard,2,school_bus,5 - 10,65,75,70
2143,2969,0,group D,some high school,standard,0,school_bus,< 5,66,75,71
2144,2970,0,group B,some college,free/reduced,3,school_bus,> 10,62,60,61
2145,2971,0,group C,some high school,standard,4,school_bus,> 10,90,90,86
2146,2972,0,group D,bachelor's degree,standard,3,school_bus,< 5,69,62,62
2147,2973,0,group C,associate's degree,free/reduced,3,school_bus,5 - 10,70,80,84
2148,2974,0,group D,bachelor's degree,standard,2,private,< 5,58,67,77
2149,2975,0,group C,some high school,standard,1,school_bus,5 - 10,79,82,75
2150,2976,0,group A,some high school,free/reduced,2,private,5 - 10,52,71,63
2151,2977,0,group D,some high school,standard,2,private,5 - 10,68,65,63
2152,2980,0,group C,associate's degree,free/reduced,1,private,5 - 10,54,64,67
2153,2981,0,group C,associate's degree,free/reduced,1,school_bus,> 10,31,46,42
2154,2982,0,group E,some college,free/reduced,1,school_bus,> 10,57,69,68
2155,2983,0,group D,master's degree,standard,2,school_bus,5 - 10,100,100,100
2156,2984,0,group B,some college,free/reduced,3,private,5 - 10,21,34,24
2157,2986,0,group C,some college,free/reduced,2,private,< 5,62,73,73
2158,2988,0,group C,some college,free/reduced,1,school_bus,5 - 10,60,57,56
2159,2990,0,group A,high school,standard,3,school_bus,5 - 10,63,60,46
2160,2991,0,group D,some college,standard,3,school_bus,5 - 10,95,86,89
2161,2992,0,group C,high school,standard,2,private,< 5,49,62,56
2162,2993,0,group D,high school,free/reduced,0,school_bus,> 10,80,71,72
2163,2994,0,group B,high school,free/reduced,0,school_bus,5 - 10,46,44,36
2164,2995,0,group D,some college,standard,1,school_bus,5 - 10,67,80,84
2165,2996,0,group E,master's degree,standard,3,school_bus,< 5,82,83,83
2166,2997,0,group C,some college,standard,3,school_bus,5 - 10,71,63,62
2167,2998,0,group C,high school,standard,0,school_bus,< 5,73,64,67
2168,3002,0,group D,bachelor's degree,standard,5,school_bus,> 10,100,86,92
2169,3003,0,group C,some college,standard,2,school_bus,5 - 10,79,76,82
2170,3005,0,group A,some high school,standard,1,school_bus,> 10,33,46,38
2171,3007,0,group B,bachelor's degree,free/reduced,2,private,> 10,63,57,63
2172,3009,0,group D,some college,free/reduced,2,private,< 5,45,60,64
2173,3010,0,group A,high school,standard,3,private,< 5,64,50,43
2174,3012,0,group D,high school,standard,4,school_bus,5 - 10,86,96,100
